To3;Ti3;qi3
17.814;17.362;0.82144732
18.0725;17.3705;1.192982104
18.344;17.3615;1.776497494
18.474;17.354;2.513742952
18.5855;17.366;3.303811293
18.691;17.3895;4.060860612
18.652;17.3885;4.729396678
18.652;17.3875;5.287680552
18.6315;17.3975;5.724507665
18.607;17.4355;6.055453029
18.5845;17.4445;6.301528748
18.527;17.4595;6.465830944
18.4995;17.479;6.584257657
18.4485;17.483;6.652126943
18.4125;17.5205;6.69149868
18.3995;17.532;6.708432964
18.362;17.509;6.711227026
18.3525;17.5125;6.699814792
18.3155;17.546;6.680464022
18.3015;17.533;6.65484549
18.2655;17.5555;6.625979805
18.2655;17.567;6.598312923
18.2325;17.572;6.565671478
18.216;17.563;6.539816962
18.2155;17.541;6.506948971
18.1975;17.559;6.486238927
18.205;17.5845;6.457363803
18.178;17.576;6.429328785
18.159;17.566;6.406579831
18.1645;17.5635;6.382471603
18.0995;17.5805;6.36191259
18.0875;17.562;6.341127031
18.088;17.555;6.322389822
18.0655;17.544;6.30810801
18.079;17.553;6.291098211
17.9965;17.5415;6.282631069
18.0305;17.5345;6.272209972
18.0205;17.5355;6.269179924
18.0825;17.551;6.262081495
18.058;17.5535;6.259051448
18.019;17.5325;6.254520536
18.0695;17.5375;6.253538838
18.0045;17.5235;6.249309987
18.0205;17.5285;6.248026229
18.008;17.524;6.247573138
18.006;17.5335;6.246808546
18.055;17.536;6.244316545
17.9745;17.52;6.242579695
18.009;17.518;6.238350844
18.0165;17.5285;6.233886008
17.9575;17.5115;6.234112553
17.971;17.502;6.227618246
17.956;17.5145;6.223993516
17.972;17.5185;6.218471467
17.973;17.509;6.215073283
18.008;17.505;6.210457417
18.017;17.5;6.211439114
18.061;17.503;6.201395593
18.005;17.511;6.199649304
17.9705;17.507;6.193759118
17.9845;17.4985;6.187783978
18.0175;17.512;6.179401791
17.912;17.5055;6.174483863
17.9785;17.4855;6.167309919
17.957;17.5055;6.159220354
17.964;17.482;6.147203997
17.869;17.4855;6.13095879
17.918;17.482;6.108662927
17.9455;17.489;6.070036902
17.947;17.484;6.030514135
17.9585;17.4945;5.983430407
17.992;17.475;5.931136131
17.9735;17.4795;5.867420181
17.964;17.4885;5.807942522
17.956;17.4805;5.750881349
17.9355;17.4835;5.685135928
18.0195;17.4905;5.624903117
18.031;17.506;5.568597096
17.989;17.5385;5.509421497
18.084;17.5115;5.459845768
17.976;17.5205;5.405578658
18.069;17.524;5.359250082
18.0425;17.5505;5.311184658
18.0725;17.525;5.265913295
18.1025;17.526;5.22555986
18.122;17.532;5.189888368
18.118;17.5455;5.149298948
18.1215;17.568;5.120131202
18.156;17.553;5.079617297
18.144;17.5795;5.051129188
18.146;17.5805;5.026643384
18.1425;17.5855;4.99791929
18.147;17.6;4.973131425
18.173;17.5875;4.954318701
18.1615;17.579;4.93089011
18.1705;17.597;4.916070252
18.1855;17.588;4.893170268
18.153;17.6025;4.877529182
18.1995;17.6135;4.86309634
18.1845;17.617;4.846690662
18.2;17.6195;4.834070185
18.235;17.624;4.823186556
18.21;17.6365;4.812463398
18.214;17.6385;4.800522557
18.214;17.6455;4.791375778
18.2;17.65;4.781700393
18.221;17.6515;4.773761858
18.2705;17.6555;4.767267551
18.255;17.665;4.760839319
18.275;17.6615;4.754193982
18.2445;17.673;4.746935083
18.2565;17.6705;4.739827215
18.2295;17.6885;4.738845517
18.244;17.6865;4.732728786
18.307;17.692;4.729547708
18.2855;17.696;4.722675825
18.273;17.709;4.716851715
18.2775;17.7295;4.709677771
18.349;17.714;4.701059599
18.276;17.7235;4.68798603
18.312;17.746;4.679896464
18.3085;17.7535;4.665690167
18.342;17.745;4.654428963
18.3385;17.733;4.640449212
18.322;17.7535;4.628810432
18.3755;17.7565;4.62049432
18.3485;17.756;4.607949358
18.3245;17.7615;4.593365485
18.341;17.7715;4.58557798
18.37;17.77;4.578706096
18.384;17.7825;4.564943451
18.411;17.79;4.561922843
18.4125;17.805;4.551190245
18.4265;17.8065;4.547641031
18.4345;17.82;4.540080072
18.4495;17.81;4.533510249
18.4405;17.814;4.527761655
18.443;17.8265;4.520663226
18.45;17.8165;4.518171224
18.46;17.833;4.511214386
18.461;17.8325;4.508118263
18.5345;17.857;4.50282276
18.694;17.8625;4.527912685
18.874;17.8715;4.636673452
18.9815;17.8735;4.876698515
19.0755;17.863;5.20794594
19.1125;17.8755;5.565727518
19.136;17.868;5.896446336
19.1665;17.8865;6.192097784
19.1835;17.892;6.452153254
19.205;17.9035;6.680539537
19.22;17.924;6.871677947
19.2335;17.945;7.053433594
19.2025;17.933;7.209117619
19.1895;17.9545;7.351123952
19.205;17.948;7.474695138
19.2425;17.958;7.593650456
19.2465;17.969;7.699305661
19.216;17.988;7.794605843
19.247;17.9925;7.883034142
19.242;18.0015;7.962155193
19.2515;18.016;8.036754771
19.2365;18.0125;8.105143224
19.2435;18.0235;8.166669233
19.2585;18.029;8.223569937
19.2435;18.0365;8.278516684
19.262;18.0465;8.324090107
19.262;18.044;8.370947289
19.2685;18.067;8.413273558
19.267;18.061;8.456572086
19.282;18.075;8.48514515
19.301;18.066;8.519683915
19.2935;18.074;8.55247639
19.3085;18.0815;8.577198179
19.3145;18.0915;8.602061558
19.2915;18.097;8.627906636
19.3035;18.0925;8.651410742
19.3245;18.1085;8.668939707
19.332;18.1175;8.683608535
19.3065;18.123;8.701515077
19.3385;18.124;8.717382708
19.347;18.132;8.729701125
19.3595;18.143;8.740282693
19.35;18.144;8.756235279
19.3365;18.151;8.766741331
19.354;18.147;8.772858062
19.363;18.164;8.781476234
19.3635;18.1695;8.788348117
19.3745;18.1715;8.799609322
19.3725;18.1925;8.803621067
19.3615;18.1855;8.810870526
19.3705;18.182;8.818507
19.3865;18.211;8.818884576
19.3915;18.2075;8.823642034
19.419;18.226;8.829013053
19.441;18.218;8.834374632
19.4465;18.261;8.853574371
19.4495;18.2305;8.881231813
19.454;18.225;8.902545979
19.4705;18.236;8.92627663
19.4495;18.247;8.952574799
19.456;18.2505;8.981072347
19.446;18.2565;9.005029544
19.467;18.259;9.032989047
19.454;18.268;9.061033505
19.451;18.2725;9.090805372
19.473;18.2805;9.122550074
19.4505;18.282;9.148923758
19.4465;18.293;9.178705065
19.4445;18.2995;9.205607355
19.448;18.2975;9.230017643
19.444;18.3035;9.254805508
19.445;18.3;9.281783313
19.4545;18.2995;9.305664995
19.431;18.302;9.328564979
19.447;18.3065;9.348142295
19.446;18.3105;9.369154399
19.451;18.3185;9.38864676
19.444;18.3395;9.407317894
19.4365;18.3175;9.425007329
19.4545;18.324;9.438307444
19.454;18.321;9.454552651
19.4465;18.332;9.465813855
19.447;18.3335;9.485844262
19.459;18.3355;9.494755056
19.4605;18.3375;9.504808017
19.448;18.332;9.512066915
19.46;18.336;9.519325814
19.4585;18.34;9.526499758
19.4515;18.347;9.533683141
19.4665;18.3545;9.543131981
19.465;18.349;9.552193805
19.4675;18.367;9.553628594
19.465;18.3645;9.557489308
19.478;18.3635;9.564361191
19.47;18.3735;9.566560572
19.47;18.3845;9.570336332
19.4765;18.394;9.572148696
19.474;18.376;9.574791728
19.4825;18.375;9.576377548
19.4855;18.3795;9.578652443
19.4855;18.3805;9.580993414
19.4895;18.3825;9.585222265
19.4955;18.3905;9.584542629
19.49;18.385;9.583938507
19.4915;18.393;9.58137099
19.485;18.386;9.580615838
19.489;18.4015;9.584693659
19.4935;18.407;9.585071235
19.502;18.412;9.583485416
19.507;18.4125;9.585599841
19.5;18.4215;9.583862992
19.4925;18.426;9.583938507
19.5065;18.413;9.580464808
19.501;18.4205;9.583787477
19.499;18.4135;9.581748566
19.497;18.4305;9.583334385
19.5105;18.445;9.579634141
19.5185;18.44;9.573885546
19.5105;18.4355;9.576377548
19.55;18.4465;9.577057184
19.658;18.4395;9.581673051
19.749;18.4445;9.632305993
19.798;18.44;9.746956945
19.8335;18.449;9.890549098
19.8505;18.4575;10.0471393
19.8645;18.455;10.19950066
19.8635;18.463;10.3395436
19.865;18.485;10.47104388
19.8385;18.489;10.59552125
19.83;18.504;10.7121356
19.8155;18.508;10.8310154
19.785;18.4915;10.95019726
19.757;18.5055;11.061299
19.7555;18.493;11.17851747
19.7305;18.489;11.29247935
19.7145;18.4965;11.40312799
19.685;18.5055;11.51187932
19.6755;18.4955;11.61881828
19.6685;18.5025;11.72069773
19.643;18.4735;11.82037779
19.639;18.483;11.91590452
19.6225;18.4645;12.005239
19.5975;18.475;12.08776768
19.5825;18.453;12.16742677
19.5695;18.473;12.2444334
19.5695;18.454;12.31918401
19.546;18.4595;12.38568458
19.5395;18.427;12.45030671
19.5095;18.4275;12.51250292
19.4985;18.411;12.56441962
19.4905;18.412;12.61868673
19.465;18.396;12.66637458
19.451;18.407;12.71617685
19.4615;18.3755;12.75131974
19.423;18.374;12.79319292
19.4255;18.367;12.82394648
19.417;18.3575;12.86317663
19.4225;18.337;12.8894748
19.3925;18.327;12.91713224
19.378;18.338;12.94313779
19.3715;18.317;12.96519766
19.3525;18.306;12.9868894
19.3485;18.309;13.0063912
19.3465;18.2905;13.02044647
19.3275;18.2825;13.03616307
19.302;18.271;13.04621603
19.3045;18.263;13.05982765
19.293;18.245;13.07092838
19.2795;18.245;13.07909346
19.28;18.2405;13.08264268
19.253;18.234;13.09133637
19.2495;18.225;13.09534811
19.25;18.2105;13.0982932
19.2365;18.2055;13.09980351
19.229;18.1895;13.1062223
19.234;18.1775;13.11166883
19.2195;18.1775;13.11808762
19.2085;18.178;13.13033053
19.1925;18.1615;13.13366263
19.165;18.15;13.14174276
19.167;18.1515;13.15860153
19.142;18.13;13.16940964
19.14;18.1255;13.18422006
19.1175;18.1195;13.1996346
19.1035;18.1095;13.21286864
19.079;18.1105;13.23530609
19.063;18.099;13.2563182
19.048;18.0725;13.27468727
19.034;18.073;13.29577489
19.0095;18.051;13.31541828
18.986;18.036;13.33159741
18.965;18.051;13.35025911
18.957;18.0185;13.37187533
18.9335;18.007;13.38926271
18.9355;17.9895;13.40618755
18.9295;17.992;13.42228173
18.8895;17.9795;13.43876292
18.882;17.952;13.45009964
18.8595;17.9605;13.46423042
18.864;17.942;13.48017357
18.8305;17.9425;13.48478944
18.829;17.9105;13.49302059
18.8045;17.9025;13.50126119
18.79;17.8845;13.50753839
18.789;17.8735;13.51274894
18.7655;17.8595;13.52355705
18.759;17.8435;13.52914518
18.743;17.837;13.53579995
18.7315;17.8245;13.53089147
18.731;17.8075;13.53557341
18.7045;17.801;13.53912262
18.696;17.781;13.54449364
18.6915;17.771;13.5370082
18.6705;17.751;13.53761232
18.6625;17.7375;13.53587547
18.6465;17.733;13.53761232
18.635;17.7155;13.53474274
18.6065;17.7055;13.52891863
18.58;17.6905;13.5350448
18.5795;17.6885;13.52771039
18.6165;17.674;13.52771039
18.5875;17.663;13.52219778
18.533;17.65;13.51614712
18.547;17.6365;13.5115407
18.533;17.6315;13.50723633
18.534;17.6235;13.50345113
18.5145;17.6025;13.50043052
18.507;17.6;13.49460641
18.4485;17.605;13.48788556
18.4765;17.5725;13.47987151
18.428;17.571;13.47443441
18.435;17.558;13.4723955
18.464;17.5515;13.46672242
18.4295;17.549;13.46105878
18.422;17.5225;13.45093031
18.4015;17.5195;13.44706959
18.389;17.5065;13.44178353
18.3705;17.491;13.43369396
18.417;17.485;13.42848341
18.3905;17.486;13.42228173
18.348;17.473;13.41473021
18.314;17.4595;13.40105252
18.16;17.4485;13.36152031
18.087;17.4475;13.28019988
18.0355;17.4375;13.16154662
18.105;17.4245;13.00495642
17.9975;17.411;12.84027664
18.03;17.397;12.66856452
18.0115;17.3915;12.49950486
18.0425;17.3835;12.33595782
18.096;17.379;12.17165562
18.0565;17.3665;12.01680227
18.134;17.3655;11.86844322
18.083;17.36;11.72062221
18.1475;17.3555;11.57748315
18.1485;17.3485;11.44015876
17.9635;17.3495;11.30896054
18.1715;17.349;11.18486075
18.1625;17.348;11.06545234
18.217;17.3435;10.95193411
18.2065;17.35;10.84295624
18.196;17.353;10.74152989
18.2455;17.3455;10.64358667
18.269;17.35;10.55342152
18.2775;17.355;10.46349236
18.285;17.364;10.38481496
18.2865;17.3585;10.30304144
18.24;17.3645;10.23449252
18.258;17.3615;10.16254541
18.219;17.375;10.10389842
18.281;17.3785;10.04472282
18.349;17.3875;9.990314116
18.3115;17.3945;9.934536702
18.272;17.3985;9.892663523
18.1605;17.402;9.843087795
18.335;17.4015;9.801450601
18.2295;17.413;9.765392093
18.32;17.416;9.729947146
18.031;17.4145;9.696097458
18.2665;17.416;9.667448879
18.363;17.4195;9.6391118
18.34;17.4245;9.613115692
18.354;17.4395;9.585750872
18.3465;17.4435;9.564889798
18.351;17.446;9.547511862
18.3565;17.453;9.526801819
18.296;17.453;9.509348368
18.3015;17.4655;9.493093721
18.3445;17.4635;9.47722609
18.3215;17.4695;9.468607918
18.359;17.4705;9.45802635
18.3525;17.478;9.443366962
18.376;17.498;9.436570594
18.365;17.4905;9.425989027
18.39;17.4995;9.420769039
18.395;17.5015;9.413897155
18.393;17.4975;9.408752682
18.428;17.515;9.399001782
18.411;17.5185;9.395830144
18.4315;17.5055;9.386532335
18.427;17.5115;9.372930159
18.46;17.5155;9.358874893
18.4285;17.5205;9.344215505
18.449;17.527;9.324713704
18.4625;17.536;9.307486799
18.472;17.5385;9.286248149
18.499;17.553;9.264782954
18.5205;17.551;9.236747936
18.518;17.553;9.213092799
18.5175;17.561;9.186030039
18.538;17.5715;9.16116666
18.5595;17.569;9.135321583
18.569;17.5775;9.108796869
18.566;17.5795;9.081734109
18.575;17.5935;9.059598716
18.5875;17.601;9.040625522
18.6155;17.605;9.019235841
18.627;17.62;9.001102754
18.63;17.622;8.978731376
18.642;17.632;8.955831392
18.6225;17.642;8.944570187
18.6625;17.6695;8.925370448
18.658;17.6675;8.917507428
18.681;17.6855;8.906321739
18.669;17.6705;8.888264166
18.687;17.695;8.881156298
18.688;17.6975;8.872547565
18.703;17.69;8.863929393
18.7165;17.7105;8.857954253
18.7175;17.7125;8.84729717
18.7285;17.718;8.845333775
18.737;17.7165;8.837329164
18.745;17.7225;8.831656085
18.7565;17.74;8.834450147
18.7635;17.746;8.827125173
18.772;17.7655;8.829088568
18.7785;17.7595;8.828257901
18.782;17.7665;8.825690384
18.7975;17.777;8.827200688
18.803;17.786;8.824095125
18.811;17.7985;8.822509306
18.819;17.8015;8.825161777
18.827;17.8155;8.829466144
18.8285;17.824;8.830372326
18.843;17.8425;8.834978753
18.8495;17.834;8.838688438
18.856;17.8595;8.839292559
18.865;17.8535;8.84337038
18.8695;17.8695;8.845635836
18.8775;17.8615;8.851384431
18.891;17.8715;8.854102978
18.8915;17.876;8.855990858
18.9045;17.8955;8.860078118
18.9115;17.8995;8.865968304
18.9115;17.9095;8.868082729
18.925;17.914;8.872698596
18.9305;17.911;8.877909145
18.93;17.918;8.881533874
18.9345;17.9325;8.886527317
18.9475;17.9405;8.891964411
18.9575;17.9385;8.896806823
18.961;17.94;8.899902947
